Player,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,id,type,appearances,goalsPrevented,Value,Positions,Height,Main position
Andy Irving,7.17,18.3,6.0,0.0,0.0,0.0,0.0,0.0119918868228451,0.0,82.0,0.0,24.0,83.18975298210981,24.0,40.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,2.0,4.001456690227414,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,78.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,62.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,0.0588953113199631,0.0,0.0,1596954.0,overall,4.0,0.0,€2.00m,"['Central Midfield', 'Attacking Midfield', 'Defensive Midfield']","1,90 m",Central Midfield
Anthony Elanga,7.52,19.3,8.0,0.0,0.0,0.0,2.0,0.9646192220676696,0.0,128.0,26.0,146.0,97.23553789320442,60.0,46.0,78.0,4.0,10.0,25.966474171395152,8.0,4.0,0.0,0.0,0.0,4.0,26.565228664421593,14.0,0.0,6.0,28.0,36.0,14.0,36.38619938667298,70.0,78.50557746364137,830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,10.0,119.40176592736668,8.0,0.0,0.0,8.0,212.0,4.0,0.0,2.0,160.0,8.0,4.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,18.0,26.0,34.0,82.0,18.0,0.0,0.0,0.0,0.0,20.0,4.0,28.064920664902473,0.0,0.0,0.0,0.0,26.0,60.0,0.0,1.4354019218155067,0.0,56.0,1510815.0,overall,8.0,0.0,€25.00m,"['Right Winger', 'Left Winger', 'Centre-Forward']","1,78 m",Right Winger
Antoine Semenyo,7.14,117.4,16.0,2.0,6.0,4.0,0.0,4.013030519198181,0.0,322.0,98.0,130.0,142.09143690453803,72.0,26.0,76.0,16.0,54.0,87.30748918427267,4.0,2.0,8.0,0.0,0.0,0.0,13.972949823436563,64.0,16.0,12.0,100.0,6.731957681973171,8.0,22.967854618796217,28.0,18.92345664173145,1656.0,10.760237856149391,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,58.0,0.0,0.0,0.0,2.0,4.0,58.0,6.0,0.0,0.0,24.0,292.0,2.0,8.0,8.0,666.0,2.0,2.0,0.0,0.0,6.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,26.0,16.0,12.0,82.0,28.0,0.0,0.0,0.0,2.0,22.0,4.0,86.86477089452555,452.0,0.0,0.0,0.0,174.0,314.0,0.0,4.215885807519971,0.0,72.0,1510807.0,overall,18.0,0.0,€20.00m,"['Right Winger', 'Left Winger', 'Centre-Forward']","1,85 m",Right Winger
Antony,7.28,32.7,0.0,0.0,0.0,0.0,0.0,0.0126991167713311,0.0,14.0,4.0,12.0,58.38402892363861,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,28.067974175400053,0.0,0.0,2.0,45.26732724534122,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.4225703830808776,0.0,4.0,1526321.0,overall,2.0,0.0,€20.00m,"['Right Winger', 'Left Winger']","1,72 m",Right Winger
Arijanet Muric,7.85,111.9,24.0,0.0,0.0,0.0,0.0,0.0002901004863129,0.0,374.0,212.0,494.0,104.83965932973474,26.0,92.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,132.9406264251054,18.0,47.16114174070175,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,69.63068908133236,18.0,4.0,0.0,0.0,224.0,0.0,70.0,42.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,42.0,2.0,0.0,2.0,4.0,10.0,8.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,126.0,44.0,0.0,0.0,0.0,0.0,0.0,8.0,366.0,272.0,0.0,0.0,26.0,4.0,1527226.0,overall,2.0,2.533149798756031,€7.00m,['Goalkeeper'],"1,98 m",Goalkeeper
Armando Broja,5.85,5.5,0.0,0.0,0.0,0.0,0.0,0.0152765322077405,0.0,2.0,0.0,0.0,84.96630937542292,0.0,2.0,0.0,0.0,0.0,12.038821573928884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1684510.0,overall,0.0,0.0,€18.00m,['Centre-Forward'],"1,91 m",Centre-Forward
Ashley Young,7.61,57.6,4.0,0.0,2.0,0.0,0.0,0.7188739657863941,0.0,428.0,184.0,268.0,123.03552033637584,242.0,110.0,108.0,24.0,6.0,109.44249079642476,8.0,8.0,2.0,0.0,0.0,2.0,30.0,4.0,0.0,0.0,56.0,104.58789916489326,2.0,28.793140114795538,62.0,94.4583711587187,2032.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,56.0,55.51892498269136,32.0,0.0,0.0,0.0,104.0,0.0,48.0,12.0,876.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,28.0,8.0,38.0,2.0,4.0,0.0,0.0,0.0,134.0,14.0,0.0,68.78222093458284,1556.0,0.0,0.0,0.0,262.0,438.0,2.0,0.3077347808376988,0.0,84.0,1510732.0,overall,0.0,0.0,€500k,"['Left-Back', 'Right-Back', 'Left Midfield']","1,75 m",Left-Back
Bart Verbruggen,8.22,78.1,12.0,0.0,0.0,0.0,0.0,0.0041132000373649,0.0,16.0,148.0,624.0,17.285534096867394,256.0,48.0,8.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488300362118977,2.0,10.0,4.0,81.39005202848725,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,23.452828009172705,6.0,2.0,0.0,0.0,154.0,0.0,28.0,44.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,32.0,0.0,14.0,2.0,6.0,14.0,12.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,584.0,96.0,2.0,0.0,36.0,116.0,1540667.0,overall,12.0,-0.0914953256272295,€22.00m,['Goalkeeper'],"1,94 m",Goalkeeper
Ben Brereton Diaz,6.18,51.2,6.0,0.0,0.0,0.0,0.0,0.1066595824493644,0.0,210.0,46.0,54.0,50.264374040682625,26.0,52.0,36.0,4.0,0.0,4.06579504359167,0.0,0.0,0.0,0.0,0.0,0.0,34.0,12.0,0.0,0.0,10.0,40.0,6.0,63.86701577885464,0.0,71.8867396343407,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,111.35627714398896,2.0,0.0,0.0,2.0,78.0,0.0,0.0,0.0,94.0,14.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,4.0,4.0,38.0,8.0,0.0,0.0,0.0,10.0,14.0,0.0,129.46972042435516,0.0,0.0,0.0,0.0,32.0,210.0,0.0,1.5976544382675275,0.0,14.0,1510360.0,overall,10.0,0.0,€8.00m,"['Centre-Forward', 'Left Winger']","1,85 m",Centre-Forward
Ben Davies,8.1,53.4,4.0,0.0,0.0,0.0,0.0,0.0379693933171318,0.0,288.0,20.0,314.0,131.46193541026037,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.667764811615644,0.0,88.083301970288,2.0,8.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.911378105818045,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,330.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,78.0,0.0,0.0,2.0,12.0,1651628.0,overall,4.0,0.0,€10.00m,"['Centre-Back', 'Left-Back']","1,81 m",Centre-Back
Ben Mee,6.16,1.6,0.0,0.0,0.0,0.0,0.0,2.386154213614445e-05,0.0,0.0,2.0,4.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,112.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1245019399509,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1515030.0,overall,2.0,0.0,€1.00m,"['Centre-Back', 'Left-Back']","1,80 m",Centre-Back
Benoit Badiashile,6.13,26.9,4.0,0.0,0.0,0.0,0.0,0.0029749022032645,0.0,40.0,10.0,50.0,138.69591489141163,146.0,108.0,6.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.13179037642496,6.0,38.0,12.0,3.9374119326551806,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,80.16939644432405,4.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,88.0,0.0,0.0,0.0,0.0,128.0,34.0,0.0,0.0,2.0,14.0,1633407.0,overall,0.0,0.0,€30.00m,['Centre-Back'],"1,94 m",Centre-Back
Bernardo Silva,7.9,160.9,4.0,0.0,8.0,0.0,4.0,0.6576011288494468,0.0,812.0,120.0,34.0,67.61434613799257,148.0,152.0,194.0,30.0,12.0,67.22889377858289,26.0,6.0,4.0,0.0,0.0,4.0,25.187740462467723,18.0,0.0,2.0,40.0,15.236779360174388,0.0,6.0,40.0,72.10634054220378,710.0,9.196830349243143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,22.0,96.31264462428902,12.0,0.0,0.0,10.0,68.0,8.0,6.0,4.0,422.0,6.0,6.0,0.0,0.0,14.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,20.0,10.0,62.0,4.0,0.0,0.0,0.0,0.0,14.0,26.0,6.0,31.25034229010704,1922.0,0.0,0.0,0.0,338.0,264.0,0.0,2.984728054242397,0.0,74.0,1516494.0,overall,2.0,0.0,€70.00m,"['Attacking Midfield', 'Right Winger', 'Central Midfield']","1,73 m",Attacking Midfield
Bernd Leno,6.17,164.0,0.0,0.0,0.0,0.0,0.0,0.0612646692740722,0.0,750.0,50.0,870.0,17.38802438575098,542.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,118.0,2.0,120.0,2476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,9.650865203602464,6.0,0.0,2.0,0.0,108.0,0.0,6.0,4.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,40.0,10.0,4.0,0.0,14.0,8.0,8.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,378.0,110.0,0.0,0.0,82.0,6.0,1507865.0,overall,22.0,-5.675322794025367,€13.00m,['Goalkeeper'],"1,90 m",Goalkeeper
Beto,5.88,23.5,0.0,0.0,0.0,2.0,0.0,0.0071279735867901,0.0,2.0,8.0,0.0,5.90177492289731,10.0,4.0,0.0,0.0,0.0,10.193854360222218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10.0,10.0,8.0,28.0,14.0,8.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,68.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,38.0,16.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,168.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0701264911857186,0.0,4.0,1510772.0,overall,2.0,0.0,0,['Goalkeeper'],"1,82 m",Goalkeeper
Bilal El Khannouss,7.73,98.5,16.0,0.0,6.0,0.0,0.0,0.5335107074287482,2.0,122.0,40.0,246.0,112.0,6.0,66.0,40.0,0.0,4.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,0.0,0.0,18.0,22.587403227843303,2.0,62.32983524812168,14.0,9.13238395630173,80.0,1.3418082480810654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,99.92924029543238,0.0,0.0,0.0,4.0,88.0,0.0,14.0,4.0,286.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,18.0,10.0,18.0,2.0,0.0,0.0,0.0,8.0,2.0,6.0,2.1161352628739465,336.0,0.0,0.0,0.0,42.0,142.0,0.0,0.1116282611614518,0.0,16.0,1541678.0,overall,10.0,0.0,€30.00m,"['Attacking Midfield', 'Central Midfield', 'Left Winger']","1,80 m",Attacking Midfield
Bobby Decordova-Reid,6.65,60.0,2.0,0.0,0.0,0.0,0.0,0.0612121845324615,0.0,58.0,12.0,60.0,8.102090508294268,24.0,14.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,62.0,0.0,28.0,12.0,40.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,34.0,0.0,0.0,0.0,36.0,6.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,18.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,70.62419302268916,0.0,0.0,0.0,0.0,56.0,62.0,0.0,0.138790174690422,0.0,18.0,1520190.0,overall,0.0,0.0,€5.00m,"['Right Winger', 'Central Midfield', 'Attacking Midfield']","1,70 m",Right Winger
Boubacar Kamara,7.41,22.7,4.0,0.0,0.0,0.0,0.0,0.0152237479663141,0.0,122.0,2.0,108.0,145.97546971533376,68.0,8.0,18.0,0.0,0.0,45.994767048110134,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,47.84550784307615,0.0,6.0,2.0,46.3315019486684,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.6957152231403,6.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,166.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,28.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,74.0,60.0,0.0,0.0,0.0,6.0,1642042.0,overall,6.0,0.0,€38.00m,"['Defensive Midfield', 'Centre-Back', 'Central Midfield']","1,84 m",Defensive Midfield
Boubakary Soumare,6.45,18.5,14.0,0.0,0.0,0.0,0.0,0.0430535845114229,0.0,242.0,10.0,254.0,37.905121676641485,4.0,18.0,18.0,0.0,0.0,25.814355723358673,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,44.05987110106173,6.0,39.750820457136,18.0,40.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,43.36712705635935,2.0,0.0,0.0,0.0,42.0,0.0,8.0,0.0,434.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,63.52352197422553,0.0,0.0,0.0,0.0,168.0,72.0,0.0,0.0173078905297128,0.0,32.0,1520150.0,overall,14.0,0.0,€14.00m,"['Defensive Midfield', 'Central Midfield']","1,88 m",Defensive Midfield
Brajan Gruda,6.07,11.9,2.0,0.0,0.0,0.0,0.0,0.0531117670360518,0.0,2.0,0.0,22.0,131.48811403766135,8.0,20.0,6.0,2.0,0.0,63.65339273640774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,69.44653396419405,0.0,0.0,4.0,10.228424736271949,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.32247118349261,0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,1623771.0,overall,4.0,0.0,€25.00m,"['Right Winger', 'Centre-Forward', 'Attacking Midfield']","1,78 m",Right Winger
Brennan Johnson,7.53,144.9,12.0,2.0,0.0,4.0,0.0,0.120769832077621,8.0,100.0,118.0,80.0,31.22463707874111,88.0,214.0,76.0,16.0,2.0,78.0,4.0,2.0,2.0,0.0,0.0,0.0,2.2161695402852963,70.0,4.0,18.0,0.0,105.96219871672888,0.0,67.88185059446968,88.0,97.29065054292008,1450.0,6.459045288296444,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,46.0,0.0,0.0,0.0,4.0,2.0,64.0,2.0,0.0,0.0,8.0,190.0,12.0,2.0,2.0,902.0,18.0,2.0,0.0,0.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,16.0,30.0,38.0,56.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,77.11243836542577,166.65656988160887,0.0,0.0,0.0,102.0,230.0,0.0,2.4117137663327304,0.0,28.0,1520172.0,overall,26.0,0.0,€48.00m,"['Right Winger', 'Left Winger', 'Centre-Forward']","1,86 m",Right Winger
Bruno Fernandes,7.56,187.5,4.0,0.0,8.0,4.0,6.0,0.3497157609682308,2.0,124.0,176.0,936.0,45.16703930129343,284.0,596.0,342.0,8.0,18.0,88.0,12.0,16.0,0.0,0.0,0.0,4.0,13.379473163567972,58.0,0.0,8.0,98.0,42.52266349342955,12.0,47.7857063374953,34.0,74.48977347727205,2154.0,0.3057249306098999,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,28.0,40.45725618657745,0.0,0.0,0.0,14.0,276.0,4.0,128.0,26.0,1254.0,10.0,10.0,0.0,0.0,24.0,2.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,132.0,0.0,50.0,32.0,46.0,94.0,22.0,0.0,0.0,0.0,14.0,16.0,16.0,37.69601512244418,726.3388565409239,0.0,0.0,0.0,182.0,598.0,0.0,0.6307421476159609,0.0,30.0,1507868.0,overall,2.0,0.0,€65.00m,"['Attacking Midfield', 'Second Striker', 'Central Midfield']","1,79 m",Attacking Midfield
Bruno Guimaraes,6.07,119.2,16.0,0.0,4.0,0.0,0.0,2.393105629994798,2.0,586.0,16.0,238.0,6.117120911126548,494.0,78.0,10.0,18.0,30.0,15.62657600317526,8.0,10.0,0.0,0.0,0.0,0.0,68.0,10.0,8.0,10.0,208.0,80.58936739335806,6.0,8.60107384632451,216.0,6.68511969555604,2306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,40.0,28.544823645077408,2.0,0.0,0.0,56.0,78.0,12.0,16.0,56.0,714.0,40.0,2.0,0.0,0.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,24.0,38.0,8.0,50.0,8.0,0.0,0.0,0.0,120.0,0.0,6.0,54.474418962089544,0.0,0.0,0.0,0.0,48.0,312.0,0.0,1.6426456953424196,0.0,128.0,1510346.0,overall,0.0,0.0,€85.00m,"['Defensive Midfield', 'Central Midfield']","1,82 m",Defensive Midfield
Bryan Mbeumo,8.82,132.2,20.0,12.0,2.0,4.0,0.0,5.894265067862438,16.0,388.0,12.0,680.0,72.08317713242826,92.0,168.0,262.0,34.0,12.0,50.5532181848036,26.0,0.0,2.0,0.0,0.0,32.0,5.1332857392881195,2.0,4.0,0.0,32.0,5.299146435143463,10.0,15.145722441980066,76.0,81.74277853769956,494.0,3.72945677614338,0.0,2.0,0.0,0.0,2.0,0.0,6.0,0.0,12.0,4.0,0.0,10.0,0.0,10.0,19.208783228624696,30.0,0.0,0.0,24.0,186.0,0.0,4.0,0.0,1006.0,20.0,10.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,188.0,0.0,36.0,64.0,60.0,144.0,34.0,0.0,0.0,0.0,20.0,34.0,4.0,100.0,64.80085655502802,0.0,0.0,0.0,220.0,630.0,2.0,1.3386068556095934,0.0,94.0,1514992.0,overall,14.0,0.0,€40.00m,"['Right Winger', 'Second Striker', 'Centre-Forward']","1,71 m",Right Winger
Caleb Kporha,5.46,2.8,0.0,0.0,0.0,0.0,0.0,0.0060258034929126,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1661190.0,overall,0.0,0.0,0,"['Right-Back', 'Right Midfield', 'Left-Back']",0,Right-Back
