,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,id,type,appearances,goalsPrevented
Alphonse Aréola,7.56,45,0,0,0,0,0,0.0037576366148458044,0,350,130,384,24.14084968568953,32,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,28,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28.965443345985136,10,0,0,0,16,0,34,34,406,0,0,0,0,0,0,0,0,22,0,0,0,6,0,18,0,2,6,8,12,0,6,0,0,0,0,0,0,0,0,0,0,248,20,0,104,0,0,0,2,314,112,0,,50,78,1511982,overall,14,-4.5365553500468465
Tomáš Souček,7.43,135.8,6,2,0,0,0,0.07305300703955486,0,126,86,648,154.08739719658996,32,2,20,6,0,0,30,10,0,0,0,0,0,50,12,18,4,78.65515894985091,60,112.1045353785644,80,91.75299441151925,1374,22.983163128996516,0,0,0,0,0,0,0,0,38,0,0,2,0,22,71.64518610968435,52,0,0,8,34,0,0,26,952,8,16,0,0,6,0,2,0,0,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,16,4,4,16,16,0,0,0,44,10,14,45.84114945682981,27.09963981320095,0,0,0,150,140,0,2.3512219270437162,0,6,1511980,overall,4,
Vladimír Coufal,6.71,80.5,2,0,0,0,0,0.25942459395263506,0,224,22,70,159.3903751062193,90,20,2,2,0,0,0,2,0,0,0,0,16.070592187520322,0,0,0,6,16,4,49.22343010708095,24,60.78659614263002,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.855141055127376,12,0,0,2,82,0,10,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,2,0,0,2,6,0,0,0,6,2,2,28,0,0,0,0,14,134,0,0.0065533653545043445,0,2,1511938,overall,4,
Niclas Füllkrug,8.08,47.5,6,0,0,0,0,0.10591159335168147,0,18,2,4,115.57982780914371,2,10,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,126.19115177345924,10,33.373434762957984,128,32.31133508481767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,34,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,28,0,0,0,0,14,0,0.12130899781721127,0,0,1511972,overall,6,
Emerson Palmieri,7.87,111.7,8,0,2,0,0,0.6940443161830434,0,258,64,582,59.47803748873541,74,144,50,4,4,36.16323088111483,30,14,0,0,0,14,28.196114564562425,14,0,4,18,69.24109462570051,4,82.03450008801083,42,40.15807958732674,952,1.2962531990873103,0,0,0,0,2,0,0,0,0,2,0,0,0,24,21.30976124529009,38,0,0,4,80,4,30,10,1112,2,18,0,0,6,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,2,0,84,12,2,60,0,6,0,0,0,14,14,10,56.20981940479951,1274,0,0,0,190,390,0,0.37683196058906976,0,2,1511994,overall,12,
Łukasz Fabiański,7.41,79.5,4,0,0,0,0,0.0021117843702277324,0,8,76,10,106,16,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2,39.12979928695063,2,52,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,71.60679567638056,4,0,0,0,56,0,6,6,84,0,0,0,0,0,0,0,0,28,0,0,0,24,4,12,2,10,6,2,8,0,8,0,0,0,0,0,2,0,0,0,0,148,16,0,0,0,0,0,6,52,98,0,,42,50,1543298,overall,2,0.6263212968315041
Andy Irving,7.17,18.3,6,0,0,0,0,0.011991886822845174,0,82,0,24,83.18975298210981,24,40,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,60,0,0,2,4.001456690227414,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,78,2,0,0,0,4,0,0,2,62,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,4,6,0,0,0,0,14,12,0,0.05889531131996316,0,0,1596954,overall,4,
Mohammed Kudus,7.75,36.6,4,2,2,0,0,0.7363978177292081,2,286,28,390,141.3333673083135,102,100,104,12,6,28.670100071406857,0,0,0,0,0,10,23.123989645703457,26,18,12,90,66.19575314985272,2,28,72,71.29185156857943,628,1.3156795938568973,0,0,0,0,0,0,2,0,22,8,0,0,0,2,94.81447748711719,0,0,0,12,138,4,20,2,404,12,10,0,0,6,8,8,0,0,0,0,0,0,0,24,0,0,0,0,0,0,4,0,0,0,66,38,52,0,0,0,0,2,26,8,136,426,0,0,0,92,248,0,3.6473391387550453,0,52,1511996,overall,6,
Liam Delap,6.45,152.8,20,2,0,6,0,0.07878817623890058,10,100,72,196,89.04101469790726,8,88,48,8,20,62.24818656408463,4,0,4,0,0,0,0,22,4,12,40,36.86481605344812,10,67.60812764050247,76,67.3166301952565,1194,44,0,0,0,0,0,0,6,0,10,2,0,4,0,2,47.75218157589259,2,0,0,30,230,2,8,0,540,26,16,0,0,4,2,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,2,0,0,0,0,0,132,34,0,0,0,8,16,0,34,235.92910134713642,0,0,0,6,138,0,3.649323924886119,0,38,1508988,overall,24,
George Hirst,7.42,44.7,8,0,0,0,0,0.07643980600560095,2,40,12,34,104.55808377692784,2,26,6,0,0,0,0,0,0,0,0,0,0,4,2,0,4,20.232326811150116,14,71.27087167563712,14,29.535641214626423,90,56.22810768689283,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,12,66,2,0,0,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,22,6,0,0,0,0,2,0,166,72,0,0,0,4,66,0,1.2837319672900056,0,0,1585547,overall,2,
Kalvin Phillips,6.18,91.9,2,0,0,0,0,0.3556934141715884,0,320,10,266,159.63337926692827,80,84,44,0,2,78.91651222182216,6,6,0,0,0,6,55.875085338304174,0,0,0,34,25.035475682778895,6,51.398438250335616,32,62,850,0,0,0,0,0,0,0,0,0,2,0,0,0,0,30,32.128966137355796,4,0,0,4,24,0,26,18,640,26,30,0,0,16,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,0,0,0,6,8,10,2,0,0,0,10,10,8,77.93268947390304,0,0,0,0,230,20,0,0.1363442644771405,0,64,1541540,overall,6,
Sammie Szmodics,5.39,142.1,14,4,0,0,0,0.1570857644459056,4,114,8,12,70.62684485661397,4,28,16,0,4,54.34931299395785,12,4,0,0,0,2,24.610982519798505,20,8,8,24,45.39859758567466,4,23.7691075164404,20,24.762391541104755,268,39.3513195932302,0,0,0,0,0,0,0,0,6,2,0,0,2,8,84,10,0,0,10,128,2,2,4,316,10,8,0,0,4,8,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,6,0,0,2,12,4,6,14,0,0,0,26,10,4,61.71251017036826,76.18032215819969,0,0,0,60,10,0,1.5894185368449407,0,2,1508936,overall,18,
Jens Cajuste,7.84,24,8,0,0,0,0,0.032029622568056165,0,108,26,88,31.532660012900067,50,134,46,2,6,30,8,0,2,0,0,0,0,0,0,2,26,9.54683207509072,0,9.880331571157996,26,48.81600252248114,86,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,42.44262708986339,4,0,0,2,6,2,8,0,362,2,4,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,2,4,6,12,0,0,0,0,16,10,6,4.9766669160121,0,0,0,0,72,156,0,0.11511351984522991,0,2,1541533,overall,12,
Conor Chaplin,7.62,113.3,16,0,0,0,0,0.6586268534046738,0,76,52,238,51.15316944461638,14,4,68,6,2,74,6,0,0,0,0,2,51.248604299397854,8,2,4,14,49.5654293934746,0,0,16,94.59312315807048,230,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,92.28597262723667,0,0,0,0,84,0,12,12,340,6,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,2,12,4,0,0,0,0,4,2,4,58.73802846626822,0,0,0,0,6,108,0,0.7544101730271968,0,6,1508978,overall,0,
Jack Taylor,6.63,30.5,12,0,0,0,0,0.07658247015415154,0,138,24,126,35.99966592075101,90,2,2,2,0,2,4,0,2,0,0,0,42,6,2,2,0,43.39220597443811,6,106,14,4,368,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,133.0852585706327,10,0,0,0,42,0,6,14,278,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,48.14557907729446,0,0,0,0,26,38,0,0.5369339703547602,0,4,1508952,overall,12,
Massimo Luongo,5.66,12.6,0,0,0,0,0,0.008209069160260023,0,46,16,86,92.69832805841142,4,22,6,0,0,0,8,0,0,0,0,0,0,0,0,0,4,75.02742391166197,0,146,2,27.583369533755047,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,102,0,0,0,0,24,26,0,,0,2,1508992,overall,8,
Wes Burns,6.63,8.3,0,0,2,0,0,0.5539768629365868,0,82,60,14,10.920547122400322,60,102,64,8,2,66.24954941118662,10,4,0,0,0,8,9.988512458853492,2,0,0,20,54.39285681771315,0,0,40,62,790,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,66.11027189407177,2,0,0,8,114,0,8,2,470,10,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,44,18,0,0,0,18,8,6,182,0,0,0,0,32,196,0,0.3751603102899012,0,10,1508968,overall,0,
Dara O'Shea,7.3,122.6,20,0,0,0,0,0.10089497072012892,0,476,132,646,117.41065790922791,150,246,62,0,0,68,18,22,4,0,0,0,0,2,0,0,8,25.471429705928344,50,102.64225859470194,66,61.34092332450828,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,47.427208528748224,42,0,0,0,162,0,78,20,374,6,8,0,0,2,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,2,0,56,26,0,0,0,18,16,10,109.64171697956019,0,0,0,0,636,192,0,0.8702429392852566,0,52,1585543,overall,8,
Harry Clarke,7.23,14,2,0,0,0,0,0.10436658665393918,0,120,14,88,154.63518746066177,24,10,10,0,0,0,2,0,0,0,0,0,0,0,0,0,2,62,8,60.390261280193414,14,124.69432457466765,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.46723473225393,4,0,0,0,36,0,0,2,60,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,104,0,0,0,0,84,72,0,0.12897984691961317,0,2,1632250,overall,2,
Luke Woolfenden,5.35,48.1,2,0,0,0,0,0.022779107506374675,0,208,28,258,26.252084369202677,60,42,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12.25548610861945,6,44,2,45.08912619075505,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,0,0,0,32,0,4,4,236,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,20,16,0,88,0,0,0,0,84,110,0,0.025402440843210767,0,14,1508958,overall,8,
Arijanet Murić,7.85,111.9,24,0,0,0,0,0.000290100486312915,0,374,212,494,104.83965932973474,26,92,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,132.9406264251054,18,47.16114174070175,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,69.63068908133236,18,4,0,0,224,0,70,42,2,2,0,0,0,0,0,0,0,12,0,0,0,42,2,0,2,4,10,8,6,0,12,0,0,0,0,0,4,0,0,0,0,126,44,0,0,0,0,0,8,366,272,0,,26,4,1527226,overall,2,2.533149798756031
Christian Walton,6.88,3.2,0,0,0,0,0,0.0003701542452764629,0,10,12,40,112.8231137876486,34,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,4,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,4,0,,2,16,1508970,overall,0,0.47591511181503354
Cameron Burgess,6.88,58.9,2,0,0,0,0,0.044502354129604085,0,68,54,152,19.772010045894447,238,110,34,0,0,0,6,6,0,0,0,0,0,4,0,6,8,42.86051500329573,30,91.64782100388626,26,23.3372798597358,612,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,46.62789091292423,70,0,0,0,8,0,8,10,658,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,36,0,4,102,0,0,0,0,254,194,0,1.0550083719969034,12,30,1632252,overall,10,
Nathan Broadhead,6.27,24.8,0,0,0,0,0,0.0021243018199817026,0,20,0,8,133.8788908213847,0,4,2,0,0,85.56320038983247,2,0,0,0,0,0,0,0,0,0,0,50,0,0,0,133.01152218442388,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,168,0,0,0,0,2,16,0,,0,4,1681139,overall,0,
Richarlison,6.33,52,4,0,0,0,0,0.22245203045611445,0,34,8,16,60.119620379046125,10,4,2,2,0,16,0,0,0,0,0,0,0,0,0,0,2,34.52899909213603,0,15.508758016417588,2,5.097405180342321,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,0,0,0,0,0,0,0,192,0,0,0,0,24,14,0,0.1235209609650319,0,8,1520144,overall,6,
Dominic Solanke,6.06,152.6,4,6,0,2,0,0.5859650483704463,4,154,80,274,114.47821453313408,4,94,6,10,10,44.9348687562631,18,0,0,0,0,0,40,2,10,8,48,14.61836449576316,22,20.837318117403527,114,66.92717095665284,1518,5.708303596879674,0,0,0,0,0,0,6,0,34,0,0,0,4,2,78.81106781965718,8,0,0,36,32,6,0,6,356,30,12,0,0,2,0,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,6,0,0,12,18,2,56,38,0,0,0,10,14,2,0,222.9186221356248,0,0,0,74,54,0,7.561171616844456,0,22,1520170,overall,14,
Brennan Johnson,7.53,144.9,12,2,0,4,0,0.12076983207762104,8,100,118,80,31.22463707874111,88,214,76,16,2,78,4,2,2,0,0,0,2.2161695402852963,70,4,18,0,105.96219871672888,0,67.88185059446968,88,97.29065054292008,1450,6.459045288296444,0,0,0,0,0,0,6,0,46,0,0,0,4,2,64,2,0,0,8,190,12,2,2,902,18,2,0,0,10,4,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,16,30,38,56,0,0,0,0,10,2,2,77.11243836542577,166.65656988160887,0,0,0,102,230,0,2.4117137663327304,0,28,1520172,overall,26,
Pape Matar Sarr,6.91,162.1,8,0,0,0,0,0.22804401101294774,2,482,82,528,107.74436768667556,14,374,182,10,2,4,38,10,2,0,0,0,22,12,6,4,28,33.93130046218817,22,22.155832836285278,90,94.76182923263073,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,55.41477603911365,4,0,0,6,166,4,12,0,490,28,26,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,10,4,78,14,0,0,0,6,4,2,43.138005489616575,0,0,0,0,216,316,0,0.4483341890277085,0,88,1520174,overall,20,
Dejan Kulusevski,7.86,152.2,4,2,4,0,4,3.050266675528771,6,48,56,404,91.96945827373781,80,334,72,40,24,39.48631834911339,12,6,2,0,0,4,9.14123741809246,34,8,0,2,1.356919655357217,6,67.86061187120444,78,38.48793605817897,1540,2.077919033600601,0,0,0,0,0,0,2,0,28,8,0,0,0,8,102,2,0,0,8,374,8,0,4,680,22,4,0,0,22,0,2,0,0,2,0,0,0,0,16,0,0,0,0,0,0,18,0,0,46,50,2,170,6,0,0,0,4,18,6,106.47998949071811,698,0,0,0,108,490,0,3.0846992899084613,0,62,1520152,overall,10,
Yves Bissouma,7.8,144.2,10,0,0,0,0,0.46468447421802034,0,264,30,84,85.10810917243774,152,280,182,6,2,50.76954872024274,16,14,6,0,0,0,0,2,0,0,68,61.4606198926547,2,50.82265052889582,72,6.121050406103649,400,52,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.8876527979247513,18,0,0,0,30,6,2,12,934,14,16,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,6,6,0,16,8,0,0,0,44,4,22,38.150831855970154,272,0,0,0,280,130,0,0.27471850235401213,0,58,1526971,overall,10,
Rodrigo Bentancur,6.01,126.4,8,0,0,0,0,0.2402876402015632,0,654,38,392,38.89899660773273,280,42,164,2,2,54,34,12,4,0,0,0,0,14,4,0,6,64.54530987216434,8,52,54,58.89206098711567,574,5.3269156004171165,0,0,0,0,0,0,0,0,6,4,0,0,0,6,36,0,0,0,2,80,4,34,16,488,4,12,0,0,4,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,2,4,0,8,10,0,0,0,16,0,8,12.075963043109475,394,0,0,0,252,8,0,0.2755105646152899,0,16,1520178,overall,2,
Lucas Bergvall,8.07,27,2,0,0,0,0,0.5538069329453578,0,110,10,22,105.61053749135282,4,0,0,4,2,106,10,2,0,0,0,2,2,0,0,0,0,84.1393411238706,0,42,14,13.002166341418544,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,4,4,0,4,4,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,16,4,0,0,0,2,0,0,94,0,0,0,0,30,32,0,0.09978861182135305,0,2,1520160,overall,12,
Wilson Odobert,7.23,26,0,0,0,0,0,0.03575097041417559,0,114,20,78,9.021144291331709,18,32,24,0,4,34.52604541059074,0,0,0,0,0,0,0,4,0,4,2,2.090715098533238,2,188,12,80,48,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,22,6,0,0,32,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,14,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,80,0,0.18997300086361246,0,4,1526967,overall,2,
Ben Davies,8.1,53.4,4,0,0,0,0,0.03796939331713185,0,288,20,314,131.46193541026037,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.667764811615644,0,88.083301970288,2,8,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24.911378105818045,0,0,0,0,0,0,6,6,330,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,6,0,0,0,0,0,0,0,132,78,0,,2,12,1651628,overall,4,
Djed Spence,6.6,4.6,2,0,0,0,0,0.028204076366335446,0,48,0,40,81.88646482568133,18,16,10,0,0,10,0,2,0,0,0,0,10,0,0,0,0,10.130579053957128,0,0,0,76.84917884043107,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,0,0,0,0,0,0,0,110,0,0,0,0,24,26,0,,0,0,1520142,overall,0,
Guglielmo Vicario,8.14,119.9,22,0,0,0,0,0.007997930410381979,0,142,50,316,19.295062365536282,302,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,70,2,140,0,138,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,22,0,0,0,56,0,20,30,196,0,0,0,0,0,0,0,0,40,2,0,0,6,4,24,0,2,12,6,28,0,12,0,0,0,0,0,0,0,0,0,0,30,14,0,0,0,0,0,6,122,12,0,,2,168,1520138,overall,12,2.744880677451399
Fraser Forster,8.24,0.2,0,0,0,0,0,8.018063445124705e-05,0,10,8,30,10.243229710038221,6,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,104,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.81874223136343,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,26,0,0,,0,10,1681704,overall,2,3.318286735483129
Cristian Romero,8,91.5,4,0,0,0,0,0.3095605839211719,0,442,34,626,155.40632000565785,0,394,38,2,0,16,14,8,0,0,0,0,51.049031405248485,20,6,8,42,66,26,22.72068339678053,80,80.27064574945499,348,0.33682089324081943,0,0,0,0,0,0,0,0,0,0,0,0,0,50,64.67278423410056,46,0,0,2,118,0,8,0,1562,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,34,10,0,0,0,116,2,12,108,758,0,0,0,208,464,0,0.795416267374842,26,44,1520162,overall,2,
Timo Werner,6.76,73.4,18,0,2,0,2,1.97029719425802,2,142,14,200,14.448362239984078,10,148,38,6,6,68,2,0,0,0,0,0,8.754110511718293,2,4,2,18,9.52633183363752,0,0,2,11.047749361877614,566,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,18,2,0,0,2,8,6,8,0,106,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,8,16,0,24,0,0,0,0,8,8,0,78,0,0,0,0,2,180,0,1.6891746218738615,0,8,1520156,overall,6,
Pedro Porro,6.34,178,14,0,0,0,0,2.454407977726334,2,382,46,32,141.2264124488887,284,324,308,24,6,15.213241181668238,24,2,2,0,0,8,42,34,0,10,66,27.313188637448654,6,24.40242743593691,72,62.54551612544527,468,9.101469393528546,0,0,0,0,0,0,0,0,10,2,0,0,0,46,55.69146382409298,42,0,0,0,196,4,12,22,1126,6,10,0,0,28,0,6,0,0,4,0,0,0,0,20,0,0,0,0,0,0,18,0,0,34,10,70,62,10,0,0,0,54,20,6,134.9506417803289,170.2460783420138,0,0,0,66,76,0,0.2924881107562709,0,108,1520158,overall,8,
Destiny Udogie,6.03,121.4,4,0,0,0,0,0.5406490058183404,0,428,38,658,96.06256364519109,352,504,76,12,14,22,62,2,0,0,0,2,26.178324118475906,2,0,0,6,43.48914313170942,0,73.64732684266356,126,2.9544442428264546,1748,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,104,30,0,0,14,62,0,10,0,958,38,4,0,0,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,16,38,26,74,12,0,0,0,16,10,26,81.15548516391613,0,0,0,0,484,62,0,0.28317900164975063,0,108,1520164,overall,2,
Heung-min Son,8.71,134.5,0,2,8,0,2,2.2471572480666597,2,290,48,580,101.75565589069811,48,414,40,42,2,50.12248532114654,0,0,0,0,0,4,46.80585291263789,2,14,4,54,7.693564261861368,0,21.09960290560548,32,64.78190715665602,356,3.321886293595334,0,0,0,0,0,0,4,0,0,14,0,0,0,6,158,8,0,0,0,38,12,4,6,546,10,2,0,0,8,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,40,6,12,36,4,0,0,0,0,16,2,92,75.33353844176293,0,0,0,108,608,0,0.5607169674708059,0,20,1520196,overall,12,
Edward Nketiah,5.85,86.6,6,0,0,0,0,0.10857428228522464,0,0,18,76,68.71674550720167,26,76,40,10,4,40,8,0,0,0,0,0,0,18,2,10,30,13.105903890318025,6,39.619193012327486,2,15.989103346534975,8,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,10,2,0,0,12,66,2,2,2,86,18,12,0,0,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,4,4,0,2,0,0,0,2,8,8,66,0,0,0,0,24,0,0,0.8538147660319046,0,20,1585587,overall,16,
Daichi Kamada,5.49,9.8,10,0,0,0,0,0.7378813522866572,0,462,104,550,42.459779639685536,116,82,74,0,2,54,6,4,2,0,0,0,0.6464996124227049,4,2,2,62,24.670634218176772,0,30,18,83.48035617852794,638,0,0,0,0,0,0,0,0,0,2,2,0,0,0,20,43.95064481646243,10,0,0,22,8,2,4,2,334,18,26,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,0,0,16,0,16,8,6,0,0,0,30,14,12,66.47305431053601,0,0,0,0,144,240,0,0.1868413793383119,0,6,1514984,overall,12,
Adam Wharton,8,84,12,0,0,0,0,0.09967591195759684,0,490,74,48,22.809430017349,68,182,112,8,0,8.719372615429208,12,4,0,0,0,0,49.67080357183981,12,2,0,58,81.63593987798521,8,53.13009153871195,20,66.7828380730623,450,0,0,0,0,0,0,0,0,0,0,12,0,0,0,14,83.35670800708535,10,0,0,6,16,2,62,12,804,20,8,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,10,6,12,32,4,0,0,0,38,4,10,92.14644848823843,0,0,0,0,116,178,0,0.2085270579127982,0,90,1514990,overall,6,
Tyrick Mitchell,6.76,147.7,26,0,4,0,0,0.3642674607278389,0,308,144,566,79.21477049165817,56,0,90,22,6,96.24895194169717,14,6,0,0,0,12,14.187864170703097,8,0,0,44,105.93931001493631,8,76,56,75.53449872742348,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,65.41378139310908,2,0,0,24,242,2,0,18,1076,14,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,4,8,78,4,10,0,0,0,26,12,36,3.6009127295303074,0,0,0,0,332,380,0,0.0333014395269125,0,76,1515018,overall,20,
